"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"GHED_CHEGDP_SHA2011","PUBLISHED","2015","AMR","WB_UMI","VEN","5.80","5.80000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2016","AMR","WB_UMI","VEN","5.23","5.23000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2017","AMR","WB_UMI","VEN","6.22","6.22000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2012","WPR","WB_LMI","VNM","6.28","6.28000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2013","WPR","WB_LMI","VNM","6.34","6.34000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2014","WPR","WB_LMI","VNM","5.78","5.78000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2015","WPR","WB_LMI","VNM","5.65","5.65000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2009","EMR","WB_LI","YEM","5.99","5.99000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2010","EMR","WB_LI","YEM","5.16","5.16000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2011","EMR","WB_LI","YEM","4.77","4.77000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2012","EMR","WB_LI","YEM","5.20","5.20000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2013","EMR","WB_LI","YEM","4.96","4.96000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2010","AFR","WB_LMI","ZMB","3.72","3.72000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2011","AFR","WB_LMI","ZMB","3.46","3.46000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2012","AFR","WB_LMI","ZMB","3.93","3.93000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2013","AFR","WB_LMI","ZMB","4.69","4.69000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2018","AFR","WB_LMI","ZWE","4.73","4.73000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2005","AMR","WB_UMI","SUR","5.61","5.61000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2012","AMR","WB_UMI","SUR","4.59","4.59000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2014","AMR","WB_UMI","SUR","4.84","4.84000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2002","EUR","WB_HI","SWE","8.21","8.21000","","",""
